ID,Código,Título / archivo,Tipo,Departamento / proceso,Ruta relativa,Revisión actual,Revisión objetivo,Estado documental,Aplicabilidad,Cláusulas relacionadas,Responsable,Aprobador,Fecha última revisión,Próxima revisión,Retención,Medio,Observaciones,SHA-256
756,PRUE-06.2,PRUE-06.2_Check_List_inicio_de_turno_-_C.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Formularios/PRUE-06.2_Check_List_inicio_de_turno_-_C.xlsx,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,e2fa50d2b71d5b7c29454de1d07a7554974673a9fbe3e0a7f031bb27abe29587
757,PRUE-06.3,PRUE-06.3_Resultados_en_verificación_de_Poka_Yoke_A(1).xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Formularios/PRUE-06.3_Resultados_en_verificación_de_Poka_Yoke_A(1).xlsx,A,B,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,c1c3244c452b57a2de972283c18f0ec39e831b80776ef8e7ca469929aeed00cb
758,PRUE-18.1,PRUE-18.1_Cronograma_de_calibración_y_comprobación_de_instrumentos_A.xls,Planilla Excel legado,Ruedas,Ruedas/En vigor/Formularios/PRUE-18.1_Cronograma_de_calibración_y_comprobación_de_instrumentos_A.xls,Y,Z,Vigente — validar contenido y aprobar,Sistema KIMI,7.1.3; 7.1.5 / IATF 7.1.5; 8.5.1.5–8.5.1.6,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,2efc3a69320dcf8e46bd1714faaec9bcd1b43dc189e701daeb340156799c9f86
759,PRUE-18.2,PRUE-18.2_Etiqueta_Estado_de_calibracion_A.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Formularios/PRUE-18.2_Etiqueta_Estado_de_calibracion_A.xlsx,A,B,Vigente — validar contenido y aprobar,Sistema KIMI,7.1.3; 7.1.5 / IATF 7.1.5; 8.5.1.5–8.5.1.6,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,e096dae0935fb20cf3e54a90c85e53f5712357d45305c49d33b69c570b8d8eaa
760,PRUE-18.3,PRUE-18.3_Planilla_de_Instrumentos_A.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Formularios/PRUE-18.3_Planilla_de_Instrumentos_A.xlsx,A,B,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,d0b8e292556f75dc25b68c5d092c30416825bbc2810e628f616e410fa9443d9a
761,PRUE-20.2,PRUE-20.2_Tabla_de_Muestreo_de_recepcion.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Formularios/PRUE-20.2_Tabla_de_Muestreo_de_recepcion.xlsx,,A,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,ee53d73b1498b36e81208ee9b3752605909af493401f74150a99061d914aae91
762,PRUE-20.3,PRUE-20.3_Planilla_de_control_de_recepcion_Valvulas_y_Contrapesos_A.xls,Planilla Excel legado,Ruedas,Ruedas/En vigor/Formularios/PRUE-20.3_Planilla_de_control_de_recepcion_Valvulas_y_Contrapesos_A.xls,Y,Z,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,6428d09340e186d4814b89fa5f6a888ec95733f3fa4c313abef912fcebcb176c
763,PRUE-20.4,PRUE-20.4_Plano_de_Pruebas_A.xls,Planilla Excel legado,Ruedas,Ruedas/En vigor/Formularios/PRUE-20.4_Plano_de_Pruebas_A.xls,A,B,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,c06a8c411402ab5e684c4570c0886ccdaa50e1f1a0b08b98985169738e5374f8
764,PRUE-20.5,PRUE-20.5_Control_Final_de_Linea_A.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Formularios/PRUE-20.5_Control_Final_de_Linea_A.xlsx,A,B,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,62199403a9c6715b2df29ae72f38fcf1c67b610762d9e159aded41439b28e3c6
765,PRUE-20.6,PRUE-20.6_Control_de_Recepcion_de_Llantas_y_Neumaticos.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Formularios/PRUE-20.6_Control_de_Recepcion_de_Llantas_y_Neumaticos.xlsx,Y,Z,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,bc4bc96d7e505235a9adbddcf729cf98a70a063d010d21146b8528429fc6654a
766,PLAN,Plan_de_Anual_Capacitación_2019_RUEDAS(2).xls,Planilla Excel legado,Ruedas,Ruedas/En vigor/Formularios/Plan_de_Anual_Capacitación_2019_RUEDAS(2).xls,,A,Vigente — validar contenido y aprobar,Sistema KIMI,7.1.2; 7.2; 7.3 / IATF 7.2.1–7.3.2,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,4362148ad3c927dfac1428275c92d539589f2e238271455b6e7c2646aa4a1c1f
767,PLAN,Plan_de_Control_-_Conjunto_de_Rueda_I.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Formularios/Plan_de_Control_-_Conjunto_de_Rueda_I.xlsx,I,J,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,85199ff2c83cc2afb9aeca235e1f5ece9b34505804bbd58f1545868928bfc813
768,RD-001,RD-001_C__Revision_por_la_Direccion_RUEDAS_2025.docx,Documento Word,Ruedas,Ruedas/En vigor/Formularios/RD-001_C__Revision_por_la_Direccion_RUEDAS_2025.docx,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,5; 6.2; 9.3 / IATF 5.1.1.1–5.1.1.3; 9.3.2.1,A definir por dueño de proceso,Dirección / autoridad designada,2025-10-17,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,1ee0a218efc468e0bf902b105eed23b0d5d23612d4944fea1e1dba33cc00c053
769,ICA-006.1,ICA-006.1_AMFE_-_Conjunto_de_Rueda_K.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Instructivo/ICA-006.1_AMFE_-_Conjunto_de_Rueda_K.xlsx,K,L,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,4fd16d5a165219fef7683265b0011c87a630ac2f77620a778862cd3f84808b94
770,ICA-010,ICA-010_D_Proceso_de_Sel.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/ICA-010_D_Proceso_de_Sel.doc,D,E,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-15,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,c6d18825f869b12e4de585d563b3e0fdfaebe751397506d175dd0d866818b96c
771,ING-001,ING-001_Solicitud_de_desviacion_de_ingenieria_D.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/ING-001_Solicitud_de_desviacion_de_ingenieria_D.doc,D,E,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,9d84d6dd00fdf3a3bb8d93fcf683ceeaf74d39cb7472ad17781873affe5fba35
772,ING-002,ING-002_Registro_de_planos_y_especificaciones_C.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/ING-002_Registro_de_planos_y_especificaciones_C.doc,Y,Z,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,803c2ec3f3a9e87b23b3da53c3cbd01eb5c9aaf8496054de45d92aa9a259d49d
773,ING-003,ING-003_Elaboracion_de_la_documentacion_de_ingenieria_C.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/ING-003_Elaboracion_de_la_documentacion_de_ingenieria_C.doc,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,664e77d51a462790c0b86d3262913ce6d3416adb6942d58c03831758f9610841
774,ING-004,ING-004_Modificacion_de_un_producto_C.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/ING-004_Modificacion_de_un_producto_C.doc,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,84317182cbe03f0d8cce5fa750ed9eaac2ab62afea1d9ab96b79c9ba2ff90907
775,PRUE-03,PRUE-03_Identificacion_C(1).doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/PRUE-03_Identificacion_C(1).doc,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,5ca4147b7df4e46983567035a8878d2b781705fa74f2b49eef4eca0fe710ef46
776,PRUE-04,PRUE-04_Retrabajo_de_Subconjuntos_Observados_en_proceso_C(2).doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/PRUE-04_Retrabajo_de_Subconjuntos_Observados_en_proceso_C(2).doc,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,325ac7cbfd9a2a4f3363093527ca6f17ce31d35a908aa8dacfe68520dcaaea57
777,PRUE-07,PRUE-07_CARE_C.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/PRUE-07_CARE_C.doc,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,d987f40e78db218a39e645cce9cbd3f020b684d05502c16db523f30fc07106f3
778,PRUE-08,PRUE-08_Lecciones_aprendidas_C.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/PRUE-08_Lecciones_aprendidas_C.doc,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,524180a21b07c632470e56aa1a12f9b0f0b02b2ea3c4030a514c7e4017f193bc
779,PRUE-14,PRUE-14_Orden_y_limpieza_B.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/PRUE-14_Orden_y_limpieza_B.doc,Y,Z,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,87ce5fe7430bb70e4463fbf7f553a5182d37bce41224f4841f0eb2178e42355b
780,PRUE-15,PRUE-15_Plan_de_contingencias_D.docx,Documento Word,Ruedas,Ruedas/En vigor/Instructivo/PRUE-15_Plan_de_contingencias_D.docx,D,E,Vigente — validar contenido y aprobar,Sistema KIMI,6.1 / IATF 6.1.2.1; 6.1.2.3,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-14,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,d92fe75322b71810fe5bd8c76c97c414227c3805aebc14e524bc4629a59f51b5
781,PRUE-16,PRUE-16_Secuenciado_C.docx,Documento Word,Ruedas,Ruedas/En vigor/Instructivo/PRUE-16_Secuenciado_C.docx,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,96f5fff0ecab49fd6fec0ea78230e9112135725f7df175d1e5c664016ffbf5b0
782,PRUE-17,PRUE-17_Trazabilidad_C.docx,Documento Word,Ruedas,Ruedas/En vigor/Instructivo/PRUE-17_Trazabilidad_C.docx,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,2b513394f5571abe7eba756093b1ccc362297ac4dcd9906a79c0348d402449e4
783,PRUE-19,PRUE-19_B_Gestion_de_la_seguridad_del_producto.docx,Documento Word,Ruedas,Ruedas/En vigor/Instructivo/PRUE-19_B_Gestion_de_la_seguridad_del_producto.docx,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,9aed5f34c65f5d942f3ec4cc3900f500e3701924f2446c27fc9e2899a7fd5079
784,PRUE-20.1,PRUE-20.1_Gamas_de_Control_de_Recepcion_A.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Instructivo/PRUE-20.1_Gamas_de_Control_de_Recepcion_A.xlsx,A,B,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,88faa6154464891db80b90d0b842a4c5e82c90ff6da69a0189ef2e12c94287bb
785,PRUE-20,PRUE-20_Inspeccion_y_ensayo_D.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/PRUE-20_Inspeccion_y_ensayo_D.doc,Y,Z,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,93baf265e673e70082ae5c76ce9922584d3674f5d6be14bff4897658f241d586
786,PRUE-21,PRUE-21_Recepcion_de_materias_Primas_E.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/PRUE-21_Recepcion_de_materias_Primas_E.doc,E,F,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,90f90aa011efa35ca8ec8250fab9588088432d9ec2a9a96691038c61f4b3c9d9
787,PRUE-22,PRUE-22_Inventarios_ciclicos_D.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Instructivo/PRUE-22_Inventarios_ciclicos_D.doc,D,E,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-16,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,9d247dbe2a6ebaa70ce0c21a4f49aa41064793e9ad401582e5284a46dab9a478
788,MC-01,MC-01_E_Manual_de_Calidad_DADA_RUEDAS.DOCX,Documento Word,Ruedas,Ruedas/En vigor/Manuales/MC-01_E_Manual_de_Calidad_DADA_RUEDAS.DOCX,E,F,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,bb52d894530cf45c1aac64655e183de7968e66862da94272fef714f75fcdca30
789,POLITICA,Politica.Calidad (4).pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Politica/Politica.Calidad (4).pdf,,A,Registro/evidencia — conservar,Sistema KIMI,5; 6.2; 9.3 / IATF 5.1.1.1–5.1.1.3; 9.3.2.1,A definir por dueño de proceso,Dirección / autoridad designada,2022-11-10,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,04fd5c40294b46220e771f4b7733e5a73d6acdb0a328afba451bbea368243293
790,PG-01,PG-01_B_-_Procedimiento_Reclamos_de_cliente.docx,Documento Word,Ruedas,Ruedas/En vigor/Procedimientos/PG-01_B_-_Procedimiento_Reclamos_de_cliente.docx,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,8.2; 9.1.2 / IATF 9.1.2.1,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-14,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,17b5717c87fa3365beb1063d3147b1cbccbfcc8daf1f79aa48a8b860650fbef9
791,PG-02,PG-02_B_-_Procedimiento_general_para_abordar_riesgos.docx,Documento Word,Ruedas,Ruedas/En vigor/Procedimientos/PG-02_B_-_Procedimiento_general_para_abordar_riesgos.docx,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,6.1 / IATF 6.1.2.1; 6.1.2.3,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-15,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,98dfaf82ff824acf33758600b19fa3e750861804b49f92149495857060a98105
792,PG-03,PG-03_Tratamiento_del_producto_no_conforme_G.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Procedimientos/PG-03_Tratamiento_del_producto_no_conforme_G.doc,G,H,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-15,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,7fe1a989ee4fcfc122cb3c5e1f0232cbbee725ab28e1abe03dff2b2b9742aa6d
793,PG-05,PG-05_Control_de_los_documentos_H_2_.doc,Documento Word legado,Ruedas,Ruedas/En vigor/Procedimientos/PG-05_Control_de_los_documentos_H_2_.doc,H,I,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-06,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,d9c088e595c6a2515f1bba8fb2a07d79422fca679727613eba315ff01439ee13
794,PG-07,PG-07_C_Procedimineto_uditorias_internas_1_.DOCX,Documento Word,Ruedas,Ruedas/En vigor/Procedimientos/PG-07_C_Procedimineto_uditorias_internas_1_.DOCX,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,4.4; 8.1; 8.5 / IATF 8.5.1.1–8.5.1.7,A definir por dueño de proceso,Dirección / autoridad designada,2025-08-05,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,bb9a06990eed62fb4310fa63ae20b92483ae1761901ef5a7ca51bd98f01b3fc5
